time,open,high,low,close,tick_volume,spread,real_volume
2026-04-16 15:15:00,2.29572,2.29649,2.29531,2.29635,604,24,0
2026-04-16 15:30:00,2.2964,2.29722,2.29625,2.29635,983,24,0
2026-04-16 15:45:00,2.29637,2.29674,2.29601,2.29669,539,24,0
2026-04-16 16:00:00,2.29664,2.29675,2.29622,2.29634,334,24,0
2026-04-16 16:15:00,2.29635,2.29697,2.2958600000000002,2.29686,325,24,0
2026-04-16 16:30:00,2.29685,2.29809,2.29681,2.29722,728,24,0
2026-04-16 16:45:00,2.29725,2.29846,2.29725,2.29811,513,24,0
2026-04-16 17:00:00,2.29815,2.29865,2.29814,2.29865,431,24,0
2026-04-16 17:15:00,2.29861,2.29883,2.29836,2.2988,379,24,0
2026-04-16 17:30:00,2.29882,2.29888,2.29839,2.29842,283,24,0
2026-04-16 17:45:00,2.29845,2.29863,2.29814,2.29836,282,24,0
2026-04-16 18:00:00,2.29835,2.29883,2.298,2.29829,486,24,0
2026-04-16 18:15:00,2.2983000000000002,2.2983700000000002,2.29797,2.29811,340,24,0
2026-04-16 18:30:00,2.29812,2.29829,2.29795,2.29798,277,24,0
2026-04-16 18:45:00,2.29801,2.29906,2.29801,2.29892,285,24,0
2026-04-16 19:00:00,2.29889,2.29894,2.29741,2.29741,253,24,0
2026-04-16 19:15:00,2.29743,2.29756,2.29691,2.29707,205,24,0
2026-04-16 19:30:00,2.29709,2.29723,2.29684,2.29712,220,24,0
2026-04-16 19:45:00,2.29713,2.29736,2.29684,2.29736,248,24,0
2026-04-16 20:00:00,2.29737,2.29768,2.29694,2.29694,250,24,0
2026-04-16 20:15:00,2.29696,2.29712,2.29648,2.29656,179,24,0
2026-04-16 20:30:00,2.29652,2.29652,2.29617,2.29625,102,24,0
2026-04-16 20:45:00,2.29621,2.2965400000000002,2.29616,2.29629,166,22,0
2026-04-16 21:00:00,2.29629,2.29633,2.29616,2.29619,10,25,0
2026-04-16 21:15:00,2.29616,2.29616,2.2953,2.29547,33,53,0
2026-04-16 21:30:00,2.29551,2.29558,2.29486,2.29523,308,134,0
2026-04-16 21:45:00,2.29521,2.2953799999999998,2.29473,2.29518,327,140,0
2026-04-16 22:00:00,2.29554,2.29757,2.29554,2.29724,191,58,0
2026-04-16 22:15:00,2.2972799999999998,2.29738,2.29678,2.29689,135,58,0
2026-04-16 22:30:00,2.29685,2.29706,2.29669,2.29671,103,58,0
2026-04-16 22:45:00,2.29666,2.29699,2.29666,2.29675,65,58,0
2026-04-16 23:00:00,2.29692,2.29699,2.2966699999999998,2.29681,96,24,0
2026-04-16 23:15:00,2.29683,2.29687,2.29614,2.29636,102,24,0
2026-04-16 23:30:00,2.29639,2.29743,2.29636,2.29743,110,24,0
2026-04-16 23:45:00,2.29741,2.29832,2.29726,2.29812,200,24,0
2026-04-17 00:00:00,2.29814,2.29829,2.29707,2.2975,390,24,0
2026-04-17 00:15:00,2.29751,2.29783,2.29711,2.2972799999999998,274,24,0
2026-04-17 00:30:00,2.29726,2.29741,2.29692,2.29692,257,24,0
2026-04-17 00:45:00,2.29695,2.29763,2.29663,2.29676,316,24,0
2026-04-17 01:00:00,2.29673,2.29719,2.29644,2.29649,387,24,0
2026-04-17 01:15:00,2.29653,2.29724,2.29598,2.29723,291,24,0
2026-04-17 01:30:00,2.29718,2.2978199999999998,2.29696,2.29733,320,24,0
2026-04-17 01:45:00,2.29736,2.29812,2.29717,2.2972,270,24,0
2026-04-17 02:00:00,2.29722,2.29797,2.29713,2.2977,215,24,0
2026-04-17 02:15:00,2.29766,2.29766,2.29717,2.29731,173,24,0
2026-04-17 02:30:00,2.29732,2.29736,2.29676,2.29732,161,24,0
2026-04-17 02:45:00,2.29735,2.2976900000000002,2.29729,2.2976900000000002,113,24,0
2026-04-17 03:00:00,2.29765,2.29772,2.29725,2.29755,165,24,0
2026-04-17 03:15:00,2.29754,2.29846,2.2975,2.29842,162,24,0
2026-04-17 03:30:00,2.2984299999999998,2.29849,2.29716,2.29732,231,24,0
2026-04-17 03:45:00,2.29734,2.29819,2.29734,2.29819,169,24,0
2026-04-17 04:00:00,2.29817,2.29826,2.29767,2.29767,152,24,0
2026-04-17 04:15:00,2.29768,2.29772,2.29684,2.29684,213,24,0
2026-04-17 04:30:00,2.29685,2.2972799999999998,2.29679,2.29726,121,24,0
2026-04-17 04:45:00,2.29731,2.29731,2.29639,2.2965,157,24,0
2026-04-17 05:00:00,2.29645,2.29676,2.29604,2.29611,237,24,0
2026-04-17 05:15:00,2.2961,2.29611,2.29558,2.29578,166,24,0
2026-04-17 05:30:00,2.29574,2.2963,2.2955,2.29605,233,24,0
2026-04-17 05:45:00,2.29609,2.2961,2.29566,2.29584,201,24,0
2026-04-17 06:00:00,2.2958,2.2959300000000002,2.29503,2.29568,434,24,0
2026-04-17 06:15:00,2.29567,2.2965999999999998,2.29518,2.29651,398,24,0
2026-04-17 06:30:00,2.29649,2.29698,2.29592,2.29603,383,24,0
2026-04-17 06:45:00,2.29601,2.29605,2.29547,2.29596,346,24,0
2026-04-17 07:00:00,2.29591,2.29703,2.29582,2.2969,538,24,0
2026-04-17 07:15:00,2.29692,2.29752,2.2958600000000002,2.29668,458,24,0
2026-04-17 07:30:00,2.29665,2.29767,2.29661,2.29723,417,24,0
2026-04-17 07:45:00,2.29722,2.29753,2.29672,2.29691,488,24,0
2026-04-17 08:00:00,2.29687,2.29719,2.29655,2.29694,425,24,0
2026-04-17 08:15:00,2.29691,2.29756,2.29681,2.29714,361,24,0
2026-04-17 08:30:00,2.2971500000000002,2.2971500000000002,2.29572,2.29587,346,24,0
2026-04-17 08:45:00,2.2958600000000002,2.2963,2.2954,2.29598,367,24,0
2026-04-17 09:00:00,2.2959899999999998,2.29748,2.29569,2.29744,456,24,0
2026-04-17 09:15:00,2.2974,2.29788,2.2971,2.29762,372,24,0
2026-04-17 09:30:00,2.29764,2.29876,2.29735,2.29833,407,24,0
2026-04-17 09:45:00,2.2983700000000002,2.29901,2.29814,2.29864,405,24,0
2026-04-17 10:00:00,2.29859,2.2990399999999998,2.2983700000000002,2.29853,390,24,0
2026-04-17 10:15:00,2.29856,2.2989100000000002,2.29816,2.2984299999999998,253,24,0
2026-04-17 10:30:00,2.29844,2.2995,2.2976,2.29903,339,24,0
2026-04-17 10:45:00,2.299,2.29919,2.29781,2.29869,447,24,0
2026-04-17 11:00:00,2.29866,2.29921,2.29832,2.29861,330,24,0
2026-04-17 11:15:00,2.29864,2.29905,2.2984,2.29876,328,24,0
2026-04-17 11:30:00,2.2988,2.2989,2.2982,2.29868,343,24,0
