time,open,high,low,close,tick_volume,spread,real_volume
2025-04-15 00:15:00,1.79053,1.79093,1.78857,1.7895699999999999,519,33,0
2025-04-15 00:30:00,1.7896,1.79024,1.7889,1.78924,498,33,0
2025-04-15 00:45:00,1.78921,1.79026,1.7886600000000001,1.7901799999999999,562,33,0
2025-04-15 01:00:00,1.79023,1.79051,1.7890700000000002,1.78925,539,33,0
2025-04-15 01:15:00,1.78922,1.78925,1.7859699999999998,1.78614,541,33,0
2025-04-15 01:30:00,1.78613,1.78627,1.78474,1.78559,574,33,0
2025-04-15 01:45:00,1.7856,1.78816,1.7854100000000002,1.7881200000000002,431,33,0
2025-04-15 02:00:00,1.78813,1.7883900000000001,1.7866300000000002,1.78829,535,33,0
2025-04-15 02:15:00,1.78827,1.7888,1.7872599999999998,1.78858,427,33,0
2025-04-15 02:30:00,1.7886,1.78929,1.78779,1.78872,434,33,0
2025-04-15 02:45:00,1.7887499999999998,1.7887499999999998,1.78677,1.78847,569,33,0
2025-04-15 03:00:00,1.78852,1.7889599999999999,1.78735,1.78842,502,33,0
2025-04-15 03:15:00,1.78847,1.78892,1.78755,1.78769,370,33,0
2025-04-15 03:30:00,1.78768,1.78791,1.78698,1.7871000000000001,293,33,0
2025-04-15 03:45:00,1.78715,1.7873299999999999,1.78546,1.78583,296,33,0
2025-04-15 04:00:00,1.7858800000000001,1.7860399999999998,1.78521,1.78537,270,33,0
2025-04-15 04:15:00,1.78539,1.7854,1.78376,1.7842099999999999,406,33,0
2025-04-15 04:30:00,1.78426,1.78427,1.78209,1.78209,561,33,0
2025-04-15 04:45:00,1.78207,1.78284,1.7812299999999999,1.78284,550,33,0
2025-04-15 05:00:00,1.78291,1.7836400000000001,1.7824499999999999,1.78281,494,33,0
2025-04-15 05:15:00,1.78282,1.78396,1.7827899999999999,1.78282,440,33,0
2025-04-15 05:30:00,1.78281,1.78452,1.7827899999999999,1.78445,419,33,0
2025-04-15 05:45:00,1.7844,1.78729,1.78365,1.78695,552,33,0
2025-04-15 06:00:00,1.78702,1.78861,1.78565,1.78691,781,33,0
2025-04-15 06:15:00,1.78697,1.7873,1.784,1.7843200000000001,627,33,0
2025-04-15 06:30:00,1.78426,1.78494,1.7820200000000002,1.78225,689,33,0
2025-04-15 06:45:00,1.7821799999999999,1.7841,1.78128,1.7816,758,33,0
2025-04-15 07:00:00,1.78165,1.7819,1.77843,1.78071,931,33,0
2025-04-15 07:15:00,1.78074,1.78148,1.77966,1.78023,703,33,0
2025-04-15 07:30:00,1.78024,1.78254,1.77896,1.78248,658,33,0
2025-04-15 07:45:00,1.78241,1.78546,1.78176,1.78375,647,33,0
2025-04-15 08:00:00,1.7838,1.78809,1.7837399999999999,1.78666,1027,33,0
2025-04-15 08:15:00,1.7866,1.78728,1.78513,1.78691,776,33,0
2025-04-15 08:30:00,1.78686,1.78721,1.7854999999999999,1.78586,762,33,0
2025-04-15 08:45:00,1.7858399999999999,1.7877999999999998,1.7852000000000001,1.7866,627,33,0
2025-04-15 09:00:00,1.7866499999999998,1.78816,1.7843900000000001,1.7852000000000001,681,33,0
2025-04-15 09:15:00,1.78514,1.7860200000000002,1.78345,1.7842099999999999,628,33,0
2025-04-15 09:30:00,1.78424,1.78755,1.78422,1.78747,576,33,0
2025-04-15 09:45:00,1.7874400000000001,1.7874400000000001,1.78555,1.78627,601,33,0
2025-04-15 10:00:00,1.78625,1.78625,1.78424,1.7844,507,33,0
2025-04-15 10:15:00,1.7843900000000001,1.7853599999999998,1.78431,1.78528,485,33,0
2025-04-15 10:30:00,1.7852700000000001,1.78555,1.78285,1.78295,510,33,0
2025-04-15 10:45:00,1.78294,1.7837399999999999,1.78264,1.7835999999999999,482,33,0
2025-04-15 11:00:00,1.78355,1.78391,1.78166,1.78217,589,33,0
2025-04-15 11:15:00,1.78214,1.78241,1.7801399999999998,1.78017,611,33,0
2025-04-15 11:30:00,1.78016,1.7803,1.77853,1.7789000000000001,628,33,0
2025-04-15 11:45:00,1.7789199999999998,1.78201,1.77843,1.78081,713,33,0
2025-04-15 12:00:00,1.78084,1.78174,1.77925,1.77992,656,33,0
2025-04-15 12:15:00,1.7799800000000001,1.78088,1.7789899999999998,1.7796699999999999,682,33,0
2025-04-15 12:30:00,1.77964,1.77995,1.77767,1.77779,882,33,0
2025-04-15 12:45:00,1.7777699999999999,1.7799,1.7752,1.7754699999999999,905,33,0
2025-04-15 13:00:00,1.77543,1.7765,1.77385,1.77442,753,33,0
2025-04-15 13:15:00,1.77444,1.77457,1.77245,1.77394,708,33,0
2025-04-15 13:30:00,1.77389,1.77521,1.77315,1.77367,904,33,0
2025-04-15 13:45:00,1.77373,1.7748599999999999,1.77264,1.77485,905,33,0
2025-04-15 14:00:00,1.7747899999999999,1.7750599999999999,1.7714699999999999,1.77294,1050,33,0
2025-04-15 14:15:00,1.77292,1.77708,1.7718,1.77607,1491,33,0
2025-04-15 14:30:00,1.77602,1.77837,1.77412,1.77597,1015,33,0
2025-04-15 14:45:00,1.7759800000000001,1.77875,1.77596,1.77759,1199,33,0
2025-04-15 15:00:00,1.77756,1.77979,1.7764199999999999,1.77742,905,33,0
2025-04-15 15:15:00,1.7774299999999998,1.77779,1.77508,1.77712,750,33,0
2025-04-15 15:30:00,1.77713,1.77769,1.77552,1.77589,766,33,0
2025-04-15 15:45:00,1.77595,1.77694,1.77502,1.7758,838,33,0
2025-04-15 16:00:00,1.77579,1.77579,1.77305,1.7734,652,33,0
2025-04-15 16:15:00,1.77335,1.77467,1.77211,1.7745,644,33,0
2025-04-15 16:30:00,1.77454,1.77512,1.77294,1.7732999999999999,666,33,0
2025-04-15 16:45:00,1.7732700000000001,1.77554,1.7726199999999999,1.7745600000000001,600,33,0
2025-04-15 17:00:00,1.77453,1.77602,1.7744499999999999,1.7744900000000001,624,33,0
2025-04-15 17:15:00,1.7745199999999999,1.77583,1.77414,1.77579,546,33,0
2025-04-15 17:30:00,1.77575,1.77575,1.77389,1.7740399999999998,461,33,0
2025-04-15 17:45:00,1.7740200000000002,1.77514,1.77358,1.7743,491,33,0
